class,class_encoded,conversation
협박 대화,0,모두 물러나. 어차피 여긴 다 내 땅이야. 어차피 이곳은 국립공원입니다. 무단 무단 거주는 불법입니다. 내가 여기서 한 10년도 더 살았어. 여기가 내 집이야. 더이상 여기서 거주할 할 수 없습니다. 갑자기 나가라면 어디 가서 살란 말이야. 아무튼 당장 이곳을 비워야합니다. 다 죽기 전에 난 못 떠나. 더이상 다가오면 확 다들 죽여버릴거야. 아무리 그래도 더는 이상 여기 살 수 없습니다. 나 무서울 게 없어. 다 죽여버리고 나도 죽어버리면 그만이야. 진정하십시오. 차분히 다시 생각해 보세요.
협박 대화,0,움직이면 쏜다 미안해. 정말 미안. 제발 네가 나한테 잘못한거 다 말해줘 봐. 몇번이고 말해도 화가 안 풀리니까 전부 다 전부 다 미안해. 정말 미안한 사람의 진짜 표정이야? 너 그냥 죽여버리고 자수할래 내가 너 마음을 아프게한거 갖고 논 거 전부 다 그냥! 나는 너를 정말 좋은 사람이라고 생각했어. 내가 사람 보는 눈이 그냥 존나게 없나봐 부탁이야 그냥 총 좀 내려놓고 말하면 왜 안 될까 쏜다고 했지!!!!! 그냥 자수 안 할래. 나. 우리 같이 죽자. 제발
기타 괴롭힘 대화,3,야 야 너 너희집 엄마아빠 거지라며? 아니야 우리 엄마아빠 멋진분이셔 우리 엄마가 그러던데? 아니거든? 증거있어? 너 몸에서부터 비린내 난다고 넌 안나? 아. 우리 엄마가 일 도와줘서 그래 옆에 올때마다 냄새가 아휴. 그건 미안 그치만 나한테는 사과해! 난 사실을 말했을 뿐인걸? 우리 엄마아빠가 한번만 더 욕하면 두고봐
직장 내 괴롭힘 대화,2,재희 씨는 아직 애인있어요? 없습니다 아니 그 좋은 나이에 연애도 안하고 왜 그래요? 네 아직은 연애할 생각 없어요? 없는 게 그게 아니라 아직 못하는 거 아니에요? 못하는 걸 거라뇨? 안하는 겁니다 옷도 좀 사고 머리도 하고 꾸미고 좀 다녀요 그러고 다니니까 애인이 별로 없지 제가 어때서요 우리 부서에 재희 씨가 패션센스 꽝으로 소문났는데 몰랐어요? 하긴 무슨 교류가 있어야 알지만 절 끼워주지도 않으면서 그런 말을 하시네요
기타 괴롭힘 대화,3,와! 와 다리 병신 지나간다! 야 길동아 너 그렇게 말하면 어떡해. 다리 병신! 다리 병신! 말 하지 마. 와 다리 병신이 말도 안 한다! 길동아 그만해. 야 이 병신아. 다리 병신을 다리 병신이라 하는데 뭐. 하지 마! 와 다리 병신이 화도 낸다!. 야 길동아 너 이러면 안 돼.
협박 대화,0,뭐라고? 너 사람 죽여봤어? 그건 몰라도 니가 곧 알게 되겠지. 자잠깐만! 진정해봐 진정? 아니야 그냥 널 먼저 죽이는게 훨씬 더 나을것 같아. 이딴 칼로 니 목을 그을거야? 그만하라고! 지금 나한테 명령하는거야? 니가 감히? 아. 아냐 그런거! 일단 진정부터 해봐! 내가 지금 진정하게 생겼어? 처음 볼때부터 맘에 안들었어 그때 없어버려야했는데 왜이렇게 흥분했어 진정하고 얘기하자
협박 대화,0,오늘 왜 빨리 집에 갔어? 맡은 일 다 하고 오늘 퇴근시간 다 돼서 갔습니다. 내가 끝나고 집에서 같이가자고 했잖아. 왜 자꾸 나 피하는거야? 회사 동료니 회사에서 보면 되는 것 같습니다. 선배님. 내가 너 좋아하는게 잘못이야?? 왜 자꾸 나를 피하냐고! 그럼 내일 회사에서 뵙겠습니다. 너 자꾸 이러면 회사 내부 게시판에 글 다 뿌린다 네?? 무슨? 그런 글을요. 글을 쓸만한게 없는데요 너 완전 인성쓰레기에 문란하다고 회사 사람들한테 다 폭로할거야 저는 그런 사실이 전혀 없는데요. 뭘 폭로한다는 거죠? 사실이든 가짜든 사람들이 그거랑 구별할거같아? 그리고 너를 믿겠어 나를 믿겠어? 진짜 이러지 마시구요. 직장내 괴롭힘 범죄입니다. 범죄?? 웃기네 진짜. 너 내가 너 일 가르쳐준게 얼만데 나한테 뒷통수를쳐? 평생 회사 승진 못하게 해버린다. 제발 이제 그만하세요. 성추행도 많이 시도하셨잖아요. 자꾸 이러면 인사과에서 고발하겠습니다. 뭐라고 고발?? 너 진짜 회사 못다니게 해버린다. 다 죽여버릴거야 경찰에 신고하겠습니다.
갈취 대화,1,이제는 우유 납품하지 말게. 네? 다른 우유를 대리점에서 담주부터 납품하기러했네 네???? 사장님 갑자기 우유 거래를 끊으시면 저희는 어쩝니까 그거야 내 사정아니고 우리 사장님 다시한번 생각을 제고해주세요 자네가 왜 그렇게 간절한가? 네 간절합니다 아니 이번에 새로생긴 대리점에서 한달에 한번씩은 백화점 상품권을 챙겨주겠다지뭔가 네?. 우유 납품해서 남는 것도 없는데. 아니 그렇다고 참고만 하라고 나는 내말다했으니까 가보겠네 사. 장님 저도 조금 챙겨드릴테니 거래 계속 해주세요 음 그동안은 정을 못 봐서 내가 그 쪽에서 주는 것보다 적더라도 계속 거래해주겠네 감사합니다
직장 내 괴롭힘 대화,2,"강희씨. 요즘 소문이 너무 안좋더라. 왜 그랬어. 무슨 소문인데요? 소문 몰라? 소문의 주인이 소문을 제일 늦게 듣는다는게 사실이나봐 알아듣게끔 말씀해주세요. 그때 강희씨가 동기들 몰래 남자 상사한테 아부하고, 로비한다고 소문났어. 막 밤에도 남자상사만난다면서? 그렇게 힘들어? 저는 그런 일없어요. 내가 아는 사람만해도 세 사람이나 강희씨 이야기하던걸. 시키지도 않은 일하면서 무슨 놈의 놈의 기를 쓰고 진급하려고 미쳤다고. 저는 그런사람아니에요. 실례지만 그 소문을 누가 말씀하셨는대요? 확인해볼게요. 아니면 말고 말씀 지나치시네요."
갈취 대화,1,이야 사장님 건물이 참 좋아보입니다? 누구시죠? 용무가 있어서 오셨으면 먼저 연락이라도. 아니. 아니 뭐 그런건 전혀 아니고 여기 건물이 발소리가 좀 울리네요 사장님? 그건 건물이 워낙 좀 오래돼가지고. 에이 사장님 아실만한 분이 왜 이렇게 추하게 나오실까. 제가 뭘 어떻게 다 안다고 그래요? 야. 이거 가건물 맞지?. 그건 어떻게 알고 온거에요? 사장님도 참 간땡이가 부으신건지 용감하신건지. 그건 나도 몰랐지 요즘이 어떤 세상인데 서울 한복판에 가건물을 하나 지을줄은. 뭐. 장사가 요즘 몸에 부친가봐? 막 고향이 그립고 그러지? 한번만 넘어가주시면 뭐든 다 드리겠습니다. 근데 이것마저 접으면 저희 가족은 살 길이 참 많이 막막해집니다. 그래 대화는 편하겠네. 800 800 800 딱 한 두 달 줄테니 800만 가져와
기타 괴롭힘 대화,3,왜 앞뒤가 똑같네? 네? 그게 무슨 말씀이신지 앞뒤가 똑같은 전화번호인줄 자기 가슴 말이야. 기분이 나빠요 놀리지말아주세요. 웃자고 한말인데 정색할건데 뭐야 분위기이상해지게 신체적인거 가지고 놀리시니까 그렇죠. 사회생활 참을 재미없게 하네 농담도 못해? 제가 기분 나쁘면 농담 아니지않나요. 자기때문에 나만 이상한 사람 됐잖아 사람이야 왜그래? 죄송합니다.
기타 괴롭힘 대화,3,왁!!!!!!!! 악!! 무슨 짓이야?! 으하하하 너무 웃기다 너 귀머거리 아니네? 그러니깐 나는 아무것도 안들리는 줄 알았잖아 이제부터 이런짓 제발 그만해 규만훼 너무 재미있는데 왜 그래 내가 너무 자주해서 귀 빵 뚫리게 해줄게. 나한테는 괴로운거니깐. 제발 그만해주면 안돼? 절대는 안돼 기대해 더 해줄거니까 대체 왜 이러는거야?
직장 내 괴롭힘 대화,2,정말 일을 이렇게밖에 하지 못해? 똑바로 생각 좀 해. 부끄럽지도 않아? 송구합니다. 대리님. 이번에 건은 착오가 많이 생겨서. 나 때는 밤 새워가며 검토하고. 또 검토했어. 요즘 회사 사람들은 왜 이렇게 이렇게 덜 떨어졌어? 변명은 정말 듣기 싫고 오늘 내로 다시 다시 싹 다 재검토해서 올려. 네. 이제 다시 완벽히 해오겠습니다. 당연하지. 앞으로 또 다시 한 번만 더 이러면 국물도 없는 줄 알아. 얼굴도 못 생겨서 하는 일도 그지같이 하네. 제가 잘못한 일에 대해서만 논해주셨으면 합니다. 뭐? 진짜 잘리고 싶냐? 아니요 진짜 따박따박 말대꾸하네. 이제 이 프로젝트에선 발 빼. 아 죄송합니다. 그것만은 재고해주세요.
협박 대화,0,갑자기 왜이러는거야? 갑자기라. 흠 넌 이게. 지금도 갑자기 생긴 상황이라. 생각해? 방금까지 웃고. 잘 들어가라더니 왜 여기에 날 끌고 온거지? 근데 넌 너무 순진한 척을 해야 한단말이지. 그게 무슨 소리야. 일단 이 칼좀 내려놓고 대화로 하자. 니가 나랑 이사장 사이에서 정보통 역할하고 있는 걸 평생 숨길 수 있을거라 생각했나? 그. 그건 다 너를 위한. 입 닥쳐. 넌. 항상 그 입이 문제야. 다신 그 입을 못놀리게 해줘야겠어. 숨통을 끊기엔 아까운 사람이라서 말이지. 이러지마. 제발. 잠깐만 잠깐이면 안 될거야. 그럼 난 차라리 차라리 죽고 싶은 생각이 들겠지? 평생 혀가 짤려 할 수 있는 게 없을테니말야.
갈취 대화,1,그렇구나 근데 마침 니가 딱 이걸 잘 안 샀네. 내가 드는게 더 예쁠 것 같은데 어? 내놓으라고. 넌 안어울려 내가 잘 쓸게 이건 진짜 비싸게 산거라서 안돼. 비싸게 샀든 싸게 샀든 내가 이게 무슨 상관이야 조용히하고 내놓기나해. 제발 하루만 쓰고 돌려주라. 어 알았어 빨리 내놔 여기. 나 10년후에 줄게 고맙다
직장 내 괴롭힘 대화,2,미쓰김 네. 대리님이 이따 회식있는거 알지? 전 몸이 안좋아서 같이 못갈것 같아요 죄송합니다 미쓰김 부장님이 특별히 오늘 미쓰김 데려오라 했는데 이러면 곤란해 네? 아니 아니 제가 몸이 너무 아파서요 아파도 부장님 뜻인데 잠깐만 들렸다가! 죄송해요 왠만하면 같이 가자고. 직장생활에 같이 가면 좀 어울려야지 잠깐 들렸다가! 네.
갈취 대화,1,야 나 돈 좀 빌려줘 언제갚게 언젠간? 에이 정확하지도 않잖아 준다니까 얼마 100 언제 언제 갚게 왜 말이 많아 말은 해야지 왜 장난하냐 쳐 맞고싶지 아니면 때리기 전에 내놔야 알겠어.
협박 대화,0,어머나 진짜 변태인가봐 이익 진짜 이상한 학생을 만났네. 기분이 이상해서 버스에서 내려 빨리 내리길 잘했네 야 왜 버스에서 망신을 줘? 넌 죽었다 살려주세요. 어쩌피야 어두운 골목이라 주변에 아무도 없어 각오해요 죄송해요 뭐든지 다해드릴께요 살려만주세요 제발. 미안해요 시끄러워 버스에서 망신 당하고 나서 난 이미 모든걸 다 잃었어. 넌 아예 이 세상에서 죽여 없애줄게 살려주세요 누구없어요? 와 죄송하다면서 소용없으니까 본심이 나오네 넌 진짜 죽었어
직장 내 괴롭힘 대화,2,저기. 서인턴 대학교는 어디 나왔다고 했지? 저 한국대학교는 경제학과 나왔습니다.? 아 그럼 잘 됐네. 내 아들이 이번년도에 수능을 보는데 한국대 법학과 희망하고 있어. 매주 세 번 집에와서 우리 과외 좀 부탁하네.? 아 제가 졸업한지 꽤 됐고 그리고 저때랑 다르게 입시가 많이 바뀌어서 별 도움 안될거예요. 그래서 과외 안 해준다는건가? 그건 아니고 해드리기는 안 할건데. 음 제가 다른 친구들 과외할 때는 한 1시간에 삼만원씩 받았는데 대리님 아들분이시니 1시간에 만원만씩 받을게요. 돈을 받아야 과외를 해준다는건가? 근데 우리사이에 그러기가 어딨나. 그 설명하는 게 뭐 힘든 일도 아니고. 내가 회사에서 많이 예뻐해줄게 저도 원래는 우리 회사 끝나고 과외다니는데 한 시간 빼고 가는거라. 그리고 다른 곳에서 만원내고 못 배워요. 회사에서 불이익 받고 싶나? 내 아들 무료로 해주면 돼 뭐 어떻다고 그러나 그냥 딱 세 한 달만에 해주면 돼. 세달 매주 세 번이면 적어도36번입니다.? 근데 그걸 무일푼으로 하라고요.? 아니 아니 야. 돈 밝히지 마. 왜 이렇게 돈을 밝혀 별것도 다 다 아닌거 가지고. 우리 애가 왜 대학을 잘 갈까봐 자격지심 느껴서 그러는거야? 그럴 일 없고요. 그냥 못들은 걸로 할게요. 하여튼 돈에 맛 들려서 이러니까 젊은것들한테는 돈을 쥐어주면 안된다는거야. 뭣 모르고 자기가 대단한 줄 착각하잖아.
직장 내 괴롭힘 대화,2,왜 인사를 안합니까 제가요? 네 항상 제가 인사 먼저 해야 하시던데요 제가 좀 더 나이가 더 많은 걸로 알고 있거든요 오신 줄 몰랐습니다 눈이 마주쳤는데 그게 무슨 소리세요? 그때 오신 줄 몰랐습니다 인사를 안하면 기분이 나쁘죠 저희는 제 입사 동기인데 제가 못보고 인사를 못하면 먼저 해주실수도 있는 거 아닌가요? 제 자리에 와서 인사를 하고 가시면 안 되잖아요 왜 저한테만 그러십니까
직장 내 괴롭힘 대화,2,어이 김대리와 김대리가 내일부터 내것 까지 도시락 반찬도 좀 싸와 네? 저희는 저희끼리 반찬 갖고 와서 점심 먹는 건데요 하는 김에 내거 까지 싸오면 좋잖아 여자가 되어서 부장님도 아침에 반찬 간단히라도 내가 이 어린 나이에 반찬 싸오게 생겼어? 쩨쩨하게 굴 긴 죄송합니다 밖에 나가서 먹으면서 속도 베리고 맨날 똑같잖아? 네? 그럼 과장님 밥은 들고 오시나요 싸오는 그런 김에 내 밥도 같이 좀 싸오면 좋잖아 햇반도 아니고 밥을요?
기타 괴롭힘 대화,3,얘들아 맛있게 먹어줘 생일 축하해 나 역시나 우리반 애들밖에 없다 야 근데 쟤 먹는 것 좀 봐 왜 저렇게 날 돼지처럼 많이 먹냐 그러니깐 눈치 없게 왜 안 와가지고 진짜 올 줄 몰랐지. 먹는 것도 젤 많이 야 다 들리겠다 작게 말해 빨리 먹고 우리끼리 놀러가자 오케오케 쟤 빼고는 빨리 놀러가야지
기타 괴롭힘 대화,3,저. 여기가 임산부 배려석인데. 죄송한데. 자리 좀 비켜주 실 수는 있으세요? 임산부석 그런게 뭔데 다른 자리를 찾아봐 아. 아 진짜 짜증나게 하고 있네. 임산부 배려석인데 뭐 임신이 뭐 대수야!. 부탁드립니다 아 진짜 애를 가진게 뭔 대수라고 몸 무거우면 집에나 있지 말이 너무 심하시네요. 나도 다리아파 다른 자리 찾아봐 지만 왜 힘든가 나도 힘들어!.
기타 괴롭힘 대화,3,너네 누나야 정말 예쁜데. 사진 이리내 조금 본다고 닳아? 어디 나도 좀 보자 가슴이 크다 그런 소리 하지마. 그래 그래 가슴은 우리 철수가 더 크지 하지마 사진 돌려줘 야 너네 누나 좀 좀 소개시켜줘 아니야 나를 좀 소개시켜줘 내가 예뻐해 줄게 너무 모욕적이야
직장 내 괴롭힘 대화,2,왜 민수씨가 이걸 일이라고 한 건 거야? 죄송합니다. 회사에선 죄송하다는 말이 안 통해. 노력하겠습니다. 왜 우리가 하나하나 가르쳐주자고 뽑은거야? 아닙니다. 이렇게 이렇게 멍청하게 굴 거면 그냥 그만 둬 고칠 수 있습니다. 그건 학교에서 배워왔어야지. 작성 다시 해서 오겠습니다.
