idx,class,conversation
260,일반 대화,"근데 뉴스 보니까 한국은 화이자인데 일본은 모더나 맞고 부작용이 많다고 기사 있던데?
어 모더나 부작용 70프로인가 80프로인가 그렇다더라
1차는 괜찮은데 2차에서 심하다 그러데
일본에 모더나 맞고 탈모 심하게 온 여자 있었잖아!
헐? 탈모? 타알모오? 대머루? 대멋떼시마우?
아니 한번 봐바... 기사 사진 보고 넘 충격 받았다 진짜...
허얼... 안 그래도 점점 머리카락이 가늘어져서 고민인데...
단순 탈모가 아니라 그냥 훌러덩 그래도 멘탈 좋더라. 사진에 접종 후 며칠 경과 됐다 써 놓고 하트도 그려 놓고
헐... 키키 멘탈 갑이네 키키 검색해봐야겠다 키키
근데 코로나 걸리고 부작용에 탈모 있는 거 알지?
진짜? 아... 제발... 탈모는 안 되는데... 안 그래도 외로워서 고독사 할 것 같은데...
진짜 최악이다. 일본은 하루에 확진자 얼마나 나옴?
일본 지금 5702명이네...
헐 장난 아니네 **님 퇴진 하실 만하네...
근데 인구 수 생각하면 한국이랑 크게 차이 없는 거 아니가?
것도 맞지 ㅠ 근데 다음 유력 후보가 한국 때리기 잘해서 더 걱정이다
누군데? 일본에 그 코로나 장관 그 사람인가?"
261,일반 대화,"머리에 새치가 나서 염색하러 미용실 가야 된다
뽑으면 안됨? 머리숱도 많으면서 하하
ㅠㅠ 어째 다 뽑아 ㅠㅠ 이제 늙었다 피부도 확확 가고
아니다 그래도 아직 20대라고 해도 믿을껄? 키키
아이다 외모로 이제 승부를 볼 수 없게 됐네 돈도 없는데
그래도 원판이 어디 가나 ㅎ 난 애초에 외모로 승부를 본 적도 없고 볼 생각도 못해봤는데 ㅋ
하... 피부 이런 거는 시술 받을라면 돈이 많이 들어서
시술 그런 거 받으면 눈에 띄게 좋아짐?
연예인들 보면 나이 들어도 피부 좋고 어려 보이던데 다 돈 들여서 그런 건가?
비싼 거일수록 효과가 큰 건 있지. 그리고 아파.
아프다고? 영화나 드라마에 나오는 마사지샵에서 가운 입고 누워서 피부 마사지 받고 그런 거 아님?
성형외과 시술 이런 거 말하는 거지 키키 그런 거는 단기 효과
아 키키 난 마사지 뭐 그런 건 줄 키키
아침에 조깅 할 때 선크림 안 발라서 기미 끼고 할매 다 됨 키키
니가 할매면 난... 미이라인 듯 ㅜㅜ
그것 때매 피부과 가니까 200만원 부르던데 레이저랑 이것저것
와... 200만원 들이면 얼마 동안 얼마나 젊어짐?"
262,일반 대화,"건강검진 받았나 최근에?
건강 검진 재작년에 입사 서류 준비할 때 제출해야 해서 받고, 작년에 지금 회사에서 받았었다
회사 다니면 건강 검진 1년에 한번 받는데 지금은 그런 게 없어서
학원에서는 건강 검진 안 해줌?
없음 ㅠㅠ 사비로 받아야 하는데...
헝... 그래도 건강할 때 챙겨야 되니까 시간 내서 받아봐라
다른 데는 모르겠는데 위는 질병이 원래 있으니까 무섭당
그래? 예전에 같이 일할 때 배 아프다고 했던 거?
엉 ㅠㅠ 저번에 강의 많이 해서 목 아파서 이비인후과 갔는데 그게 문제가 아니고 역류성 식도염 얘기하더라고
헐... 건강 챙겨가면서 일해라... 무리하면 돈 더 든다 ㅜㅜ
위궤양 제대로 치료 안 해 가지고 세포 변이 돼서 그 자리가 좀 암 발병률이 높을 수 있다 하대
허얼... 보험은 들어 놨나?
보험은 있지... 휴 그런 거 생각하면 1년에 한 번씩 내시경 받아야 하는데 3년 넘은 듯
난 내시경 받아본 적이 없는데;
얼마 전에 버스 타고 가다 보니까 한의원에서 그 병 치료한다고 붙어져 있던데...
한의원에서 세포 변이 그런 거 치료 됨? 그런 건 서양 의학 아니가?"
263,일반 대화,"주말에 또 아울렛 가야지 또 나이키 아디다스 세일한대 키키
난 유니클로나 가야지 ㅋ 온라인숍으로 ㅋ
지난번에 아디다스 런닝화 15,000원에 겟하고 재미 들림 키키
할인율 쎈가 보네? 이쁜 거 많나?
많던데? 키키 지금 장난 아니게 세일 중 키키
재난지원금 사용되면 꿀인데 ㅠㅠ 아울렛은 안 된대 ㅠㅠ
재난지원금 그거는 현금 아니고 포인트 같은 거가?
카드로 충전 돼서 쓰면 차감 됨 키키
카드로 충전되면 아울렛에서 쓸 수 있는 거 아님?
쓸 수 있는 가맹점이 정해져 있어 인터넷 쇼핑몰도 재난지원금 사용이 안되니까... 그 돈으론 지하상가나 가야지
어차피 주는 거 걍 시원하게 쓸 수 있게 해주지 뭔 제한이 그렇게 많노
대형마트 뭐 그런 것도 안되고 제한이 있음 키키
그렇다고 코로나 때문에 힘든 재래시장 그런데서는 애초에 카드 못 쓰는 거 아니가?
재래시장도 이제 카드 될걸?
그런가? 한국 물정을 잘 몰라서... 키키
가을이라서 원피스도 사고 싶고 ㅠㅠ 쇼핑몰 장바구니 터져나가네
원피스는 여름에 입는 거 아니가?"
264,일반 대화,"이십세기힛트쏭이라는 프로그램 있는데 거기 옛날 가수들 노래 많이 나옴키키
와 갑자기 욕하는 줄 알았다 키키
슈퍼주니어 김희철이 MC인데 키키 재밌땅 키키
슈가맨 같은 그런 방송인가?
약간 달라 키키 테마별로 순위 매기는?
그래? 어디 방송사에서 하는 건데? 유튜브 채널도 있으려나? 해외에 있으니까 유튜브 아니면 볼 방법이 없네
방송사는 모르겠넹 키키 KBS인가
검색해봐야겠다 ㅎ 90년대 노래가 참 좋은데 ㅎ
맞아 잊고 있던 좋은 노래 엄청 많이 나오더라
언타이틀 노래 좋음 ㅋ
날개랑 책임져인가 키키 근데 김희철은 왜 모르는 노래가 없지 키키
김희철 아는 형님 보면 진짜 대단한 듯 키키 그 시절 티비가 머릿속에 다 저장돼있는 거 같음 키키
한 번씩 진짜 생소한 노래 나오는데 다 앎 키키
유튜브 검색하니까 이십세기 힛-트쏭 나오네 키키 지금 보고 있다 키키
봐바 키키 재밌다 은근히 키키 지금 나오는 가수들 옛날 젊을 때 모습도 볼 수 있고
와... 지오디 키키 와... 추억 돋네 키키 사랑해~ 그리고 기억해~ 키키"
265,일반 대화,"이번 추석은 특선 영화와 함께 해야지 키키
추석에 뭐 방영함? 나 홀로 집에? ㅋ
버즈 오브 프레이라고 할리퀸 솔로 무비도 해주네
뭔지도 모르겠다... 언제 개봉한 거?
작년인가? 나 수어사이드 스쿼드 1/2편 다 극장에서 봤는데
수어사이드 스쿼드가 2편이 있다고?!
얼마 전에 나왔었다 키키 마블도 좋지만 난 DC만의 뭔가 B급 감성도 좋아 키키
난 딱히 가리는 거 없어서 다 재밌던데 하하
수어사이드 스쿼드 2편은 청불이야 겁나 잔인해
그래? 재미는 있고?
나쁘지 않아 키키 거기에 죠스 캐릭터 하나 나오는데 진짜 대박...
죠스? 죠스는 또 누구지?
몰라 ㅠㅠ 아쿠아맨에 나왔다던데... 냠냠 하면서 다 씹어 먹어 ㅠㅠ 냐미냐미
누가 주위에서 이런 얘기 좀 해주면 관심도 생기고 시간 나면 찾아봐야겠다 싶은데 주위에 사람이 없다 ㅜㅜ
봐바 키키 뭐니 뭐니 해도 할리퀸이지 이번에도 명장면 하나 나옴 키키
명장면? 어떤? 키키 할리퀸은 이쁘다는 거 밖에 기억에 없음 키키"
266,일반 대화,"요즘 그릭모모가 엄청 핫하대
그릭 요거트 같은 건가? 나 엄청 좋아하는데
복숭아에 요거트 채운 거 라던데?
아~ 저번에 나혼자산다에서 본 그거구나
이제 가을이라 그릭 무화과로 바뀌었대
와 무화과라니 신선하네... 나 그릭요거트 만들어서 먹는데 도전!
나도 도전 ! 디저트로 먹어보고 싶긴하당
응 과일이랑 참 잘 어울려
나 얼마 전에 울 동네 브런치 맛집 발견했는데 키키 거기 팔대
아 그래 이제 전국에서 파는 구나
응 ㅋ 집에서 만들기도 쉽다하더랑
응 요거트만 있으면 쉽겠더라고 예쁘기도 하고
그래봤자 집에 있음 배달 시키지만 키키
맞아 . 결국은 배달이 짱이야.
배달 맛집 천지다 오늘 밤에 참치 시켜 먹어야지 키키
오 참치 맛집 있어? 주변ㅇ?"
267,일반 대화,"아침에 운동하다 부동산 앞에 지나오는데 매매 값 장난 아님
부동산 앞에 서면 작아진다... 정말로
32평 아파트가 매매가 10억이더라
그러니까. 또 광안리 쪽이 비싼 동네잖아
맞아 키키 전세가 4~5억임 키키
그래도 바다 보이는 아파트 너무 좋군
근데 나는 아파트도 좋긴 한데 주택도 탐타
주택에는 안 살아 봐서 잘 모르지만. 나는 부모님이 노후에 주택에 사셨으면 해
그치? 뭔가 테라스 있는 주택이면 너무 좋을 거 같아
뭔가 고향 느낌이라서 너무 포근해.
테라스에서 고기 파티 맨날 하구 키키
응 조카들 와서 뛰어 놀고
층간 소음 스트레스 받을 일도 없을 듯
응 층간 소음 스트레스 너무 잘 알지... 나 요즘도 받거든
대신에 벌레 꼬이는 거랑 관리실 없는 거 때매 불편한 점도 있겠지
그래. 그래도 관리 잘 하면 주택이 좋을 것 같아"
268,일반 대화,"이번에 현대에서 경차 새로 나왔더라
아 진짜? 나 경차에 관심 많은데
캐스퍼라고 엄청 귀엽게 생겼어 키키
오 이름 들어봤어. 한번 알아봐야겠다
근데 말이 경차지 옵션 넣으면 가격 좀 한다더랑
그치. 경차 사려다가 추가하고 추가하면 결국 소형차로 넘어간다고...
맞아 키키 그거는 약간 SUV처럼 생겼던데 실물 보고 싶어 키키
와 너무 내 취향이다. 키키 디자인
근데 경차 타보면 확실히 메리트가 많아!
그치? 할인되는 것도 많고... 나도 첫 차를 산다면 경차로 시작하고 싶어
특히 운전 서투르면 골목길 운전 쥐약인데 경차는 그런 것도 좀 좋고
응 주차도 좀 편할 것 같아
공영 주차장은 다 50프로 할인까지 돼 키키
제주도 여행 가서 렌트 하면 주차가 항상 무서워서...하하 경차는 역시 그런 점에 좋구나
그 외에도 톨비도 반값 보험도 싸고 그러니까 시작은 경차로 해도 좋을 거 같아 키키
응 한번 연말에 알아봐야겠어."
269,일반 대화,"우리 박물관에서 직장 생활 하던 거 생각 난다 ㅠ
그러니까. 근데 여기서도 나는 비슷한 일들을 많이 해
그래? ㅋ 지금도 재밌엉? 그때는 회식도 뭔가 즐거웠어 키키
문화 시설 관리하는 업무거든. 근데 예전만큼 즐겁지는 않아
그래? 거기 ㅠㅠ 급여는 적었지만... 업무가 참 편했지...
그때는 우리 또래들이 많아서 항상 즐거웠지
맞아 키키 학교 다니는 느낌 키키
지금도 연락하고 지내니까 신기하당
그러니까. 벌써 거의 10년이 다 되어가네
뭔가 스펙에 도움이 되는 일이었다면 오래 다녔을 텐데
그러니까. 그래도 그 시간에 너를 만나서 좋았어
그러게 키키 직장 생활 하면서 친구 만나기 쉽지 않다 던데
친구들을 많이 얻었네. 키키 동갑들이 많은 게 신기했어
3층 체험 키키 정말 짜증 나지만 키키 함께면 즐거웠지 키키
맞아 맞아. 그래도 우리 다들 본인 일을 찾아서 온 게 대견 하고 신기하다
키키 맞아여 키키 그때 난 개인적으로 4층 업무 걸리면 더 짱나더라 키키
키키 아직도 생생하게 기억하네  키키 신기하게도"
270,일반 대화,"내 남친은 전경 나왔는데 국회의사당에서 근무했대
와 신기하다 군대도 참 다양한 업무가 있구나
응 키키 시위 같은 거 진압하고 한다고 죽을 뻔 했다던데?
전경... 말만 들어도 힘들 것 같아
의경이랑 전경이랑 구분 잘 못하겠어
나도 하하 근데 우리 아버지도 전경이었어.
아 진짜? 신기하당. 어떠셨대?
어릴 때는 그게 먼지 몰랐지만...
시골에서 해서 큰일은 없었다고 하던데?
그렇구나 키키 여자라서 군대 안 가서 다행이다
그렇긴 해. 그런데 남자들이 역차별이라고 하는 것도 이해가 안 되는 건 아니야
남사친들이 키키 나는 군대 갔음 진짜 잘하거나 고문관이나 둘 중 하나였을 거래 키키 모 아니면 도
키키 그래도 너는 잘 적응하고 지냈을 거야
키키 그러게 그냥 아 그런가 보다? 했겠지 키키
키키 그러니까. 그냥 할 말 하고 그랬을 것 같은데?
근데 가혹 행위 보니까 잠 안 재우기 화장실 참기 그런 거 많던데 ㅠㅠ 과연 참을 수 있었을까 ㅠ
그래. 그렇게 까지 하는 건 좀 심하더라. 말만 들었지만."
271,일반 대화,"원래 학교 다닐 때는 진학 어디로 하려고 했었어? ㅋ
나는 서울에 있는 학교에 가고 싶었지. 상대 가고 싶었어
상대? 의외당 키키 나는 원래 진학 희망 학교가 없었는데 키키
키키 그냥 멋져 보여서? 하하 경영학 이런 거
그런 거 왠지 멋져 보이긴 하지 키키
희망 학교는 없었어도 하고 싶은 건 있었어?
모르겠어 키키 넘 공부를 안 해서 키키 아 인하공전 가고 싶었어
아 근데 인하공전 잘 어울린다.
키키 근데 성적이 조금씩 오르면서 계속 바꼈어 키키
키키 생각보다 너무 성적이 좋아져서 진로가 바뀌었구나
응 키키 막판에는 교대 갈까 생각했는데 역부족이었지 키키
그래도 교대나 사범대나 비슷하잖아
근데 교대 갔어도 노답이었을 듯. 초등학교 선생님이라니 으아 ㅠㅠ
키키 미래를 봤을 때는 초딩 선생님보다 지금이 너랑 잘 맞는 것 같아
맞아 키키 초등학생들을 가르친다는 건 엄두도 못 내겠네
응 거의 초등학교 저학년은 유치원 선생님 느낌이래"
272,일반 대화,"나이를 먹으니까 점점 부모님 건강이 걱정돼
맞아. 부모님 건강하신 게 진짜 큰 복이야
얼마 전에 아버지 편찮으시고 나서 더 걱정이 커졌당
그렇지? 병원 다니고 하면서 너도 고생 많았어
맞아 ㅠ 아빠도 고생이겠지만... 나도 힘들었지 ㅠㅠ
응 원래 자녀들이 많이 힘들대
이젠 엄마한테도 그래서 건강 검진 받으라고 계속 말하는 중 ㅠ
맞아 미리미리 검진 받는 게 최선이야
엄마는 또 고혈압이 있거든.
걱정이 많겠다. 너도 검진 자주 받아
맞아 ... 이게 가족력이래서 나도 조심해야 하는데 ㅜㅠ
그래 가족력이라는 게 있다고 하더라.
응 엄마도 꾸준히 약 먹고 관리하는 중이야...
우리 할머니도 위암으로 돌아가셔서 항상 그런 쪽으로 걱정이야
아 진짜 식습관 이런 거 조심해야겠다
응 근데 잘 안되잖아. 맛있는 거 못 잃어..."
